Mission_ID,Planet_Name,Distance_From_Earth,Crew_Size,Mission_Duration,Budget,Technology_Rating,Atmospheric_Composition,Surface_Terrain,Communication_Latency,Energy_Resources,Previous_Attempts,Alien_Contact_Probability,Critical_Failures,Success_Status
bc1350c7-f102-4c2e-99ce-227d053666e5,Zarathustra,111.67,7,163,,3,Carbon dioxide-heavy,Icy,3.17,Solar,1,0.11493337759381372,2,No
02a5f0a3-e31e-440b-852c-457194ddf286,Elysium,118.44,21,92,304.21,8,Oxygen-rich,Rocky,5.39,Solar,2,0.11906698206611514,2,No
178fc74e-baaa-4b61-9112-cebbe91a6c1b,Xenon,305.95,10,166,395.39,9,Hydrogen-rich,Volcanic,5.64,Nuclear,0,0.9526050769921816,0,No
c420a2f0-c44d-4ffe-9b5d-5fbdbbe877c2,Titanium,803.0,30,157,166.33,7,Oxygen-rich,Rocky,7.81,Nuclear,3,0.17758624320368727,2,No
0509782f-3c00-408d-acad-c8f005023f80,Aurora,431.9,35,283,113.36,4,Oxygen-rich,Volcanic,5.05,Chemical,4,0.09929101654840078,1,Yes
10f091f9-957c-46ca-ab88-706c9fcf6b27,Aurora,179.87,27,247,317.13,10,Methane-dominated,Oceanic,13.82,Chemical,3,0.8179612841937969,1,No
4cad06a1-8bc1-4cf1-85a3-b4640c6b05e7,Titanium,867.47,44,199,139.59,3,Hydrogen-rich,Oceanic,7.3,Chemical,4,0.7754938091121686,2,No
dca7268d-325c-4599-8866-bed127770066,Titanium,639.8,37,267,347.38,8,Carbon dioxide-heavy,Icy,19.79,Geothermal,0,0.6782320263189118,0,No
65edbaa7-8907-45a6-921e-aa257333cd43,Elysium,152.75,35,111,452.12,1,Methane-dominated,Rocky,14.88,Chemical,1,0.4739408577243467,0,No
b497c671-85b2-46c5-ab16-3dc7c3fc7964,Zarathustra,297.75,6,141,328.38,5,Hydrogen-rich,Volcanic,9.64,Chemical,4,0.08160069823919278,0,Yes
3070f1ab-9e4e-4686-a7d6-f3251fa77f69,Aurora,175.4,11,319,166.7,1,Oxygen-rich,Icy,12.13,Solar,0,0.7269756542743437,1,Yes
bfe29f26-da6b-43a3-8bbc-41da2565b781,Titanium,520.32,41,82,400.05,8,Oxygen-rich,Icy,6.66,Solar,1,0.6066833433188501,0,Yes
b5195aa7-9972-4323-821d-52536fdd3b55,Aurora,318.15,25,168,323.83,3,Hydrogen-rich,Oceanic,11.9,Geothermal,1,0.9881173150847083,1,No
fdf76def-9c26-47c0-9385-3f462efc1aa0,Xenon,650.89,37,202,292.26,5,Oxygen-rich,Oceanic,14.7,Solar,3,0.23342930118160918,1,Yes
a0934225-a03d-4747-b4ac-a5054b4cf058,Xenon,582.86,17,78,73.19,1,Oxygen-rich,Rocky,0.19,Geothermal,1,0.5557566304124826,0,Yes
501254bf-fd42-4728-a753-5dd9bea5f7a1,Zarathustra,970.26,28,246,199.24,5,Methane-dominated,Rocky,5.65,Solar,3,0.9059885826497055,2,No
5df4441e-bceb-42b8-9d98-0066e9180e38,Zarathustra,75.07,7,359,143.89,10,Methane-dominated,Icy,5.18,Chemical,0,0.17602478084265483,0,Yes
988616cb-12aa-4936-a57d-2258ed6172ec,Zarathustra,478.5,34,181,490.71,8,Oxygen-rich,Oceanic,13.35,Geothermal,0,0.4561735518768353,2,No
5bd7dbd3-86d2-4c96-8cd9-17df3adf3b0f,Elysium,620.29,49,159,53.68,5,Oxygen-rich,Rocky,16.08,Nuclear,0,0.8923639549211844,2,No
6535b73b-56b7-4e41-a707-d82fa966ffff,Aurora,544.37,9,287,198.16,10,Oxygen-rich,Oceanic,6.29,Chemical,0,0.19797578793896625,0,No
f5a128f5-5048-4429-b39a-c59283f59dd5,Elysium,316.5,27,246,55.33,2,Methane-dominated,Oceanic,1.5,Solar,3,1.0,2,Yes
357f084b-93b9-4716-8760-7bb349468eee,Aurora,768.01,15,340,402.23,10,Hydrogen-rich,Volcanic,5.05,Solar,1,1.0,2,No
ff7f3e07-93aa-49da-89c5-a4fe923d74ad,Aurora,486.61,8,351,228.1,6,Methane-dominated,Volcanic,1.64,Geothermal,4,0.6410084546075908,0,Yes
391bbb63-c035-49df-af67-c3e8fbbe8334,Xenon,540.51,22,85,483.09,2,Methane-dominated,Volcanic,5.86,Solar,3,0.4980835788635245,2,Yes
f7af8c0d-7cb2-4544-83d0-5bc985ee14e4,Xenon,127.43,32,308,453.3,3,Oxygen-rich,Volcanic,13.49,Chemical,3,0.10837315339556171,0,No
45310660-6d5f-4e48-8e07-455817f1f43b,Titanium,56.13,25,301,263.86,9,Methane-dominated,Volcanic,12.78,Nuclear,0,0.6019114785579353,2,No
67c98110-1615-4c75-a82d-5ce821252e31,Elysium,670.78,7,114,189.18,6,Methane-dominated,Rocky,12.54,Geothermal,0,0.29900323992631983,1,Yes
9eabb5ab-7c85-49ca-be34-04a37ede7a53,Titanium,382.19,29,271,325.12,2,Oxygen-rich,Oceanic,7.89,Solar,2,0.5421162933003931,2,Yes
ce3ab831-e0d1-40dc-a1f6-6a392b5fc689,Elysium,845.7,43,329,331.31,2,Carbon dioxide-heavy,Icy,19.8,Geothermal,4,0.27573820473049854,1,Yes
a3fc277b-7fa8-4222-9c0a-71ef442995bd,Titanium,469.26,37,190,189.86,8,Oxygen-rich,Icy,1.48,Solar,4,0.2464717901346855,0,Yes
c317ab7f-577e-438f-bc95-99a5952052de,Aurora,264.23,36,33,152.73,5,Methane-dominated,Volcanic,17.26,Nuclear,0,0.8123499518705006,1,No
56616f46-55dc-443b-a6be-623983d966fa,Titanium,617.04,33,225,282.76,2,Methane-dominated,Rocky,8.82,Solar,2,0.09635726803835688,2,Yes
6149e62f-b7d7-4f98-a428-a1bfc44e2b6a,Aurora,149.49,44,96,156.35,6,Methane-dominated,Icy,9.6,Nuclear,4,0.8688580877779623,0,No
cb92b4fb-dac3-47b3-a0f9-d071c19e4d61,Zarathustra,199.93,42,345,53.34,8,Hydrogen-rich,Oceanic,9.18,Nuclear,4,1.0,2,No
f66a176d-664f-49a8-8537-47687370a90d,Xenon,451.31,11,183,343.74,3,Oxygen-rich,Volcanic,6.02,Geothermal,4,0.08893799348706255,2,No
2c9d7c12-667d-46ed-98fb-9dc5c87b20d5,Aurora,133.13,26,328,451.52,9,Methane-dominated,Oceanic,12.23,Chemical,0,0.3147487514984125,2,Yes
6405f57e-6801-4fb5-902d-635cf54593ee,Elysium,622.63,12,125,256.75,2,Methane-dominated,Rocky,8.19,Solar,3,0.35383610697740947,1,Yes
195c0ba4-86d0-48e5-aeed-cc2ea11d603d,Titanium,881.87,45,102,347.33,5,Oxygen-rich,Oceanic,4.61,Solar,0,0.790754019649073,0,No
c584f549-7e09-4a46-8bc2-1fcdbb161b48,Zarathustra,951.28,45,62,299.23,6,Methane-dominated,Icy,14.86,Nuclear,0,0.40591631205548395,1,No
4dc99738-517c-4983-8a97-7fb552ca4f1f,Titanium,749.21,24,269,409.94,3,Carbon dioxide-heavy,Rocky,10.6,Chemical,1,0.03628723619538801,2,No
478465ce-9767-4d48-9a0b-8d9a83581032,Zarathustra,510.25,31,170,348.83,10,Oxygen-rich,Icy,19.37,Geothermal,3,0.053424127177067335,0,No
c6698ba4-9d34-41ea-9f93-835852eb096e,Titanium,977.39,22,68,493.81,1,Hydrogen-rich,Icy,3.21,Nuclear,1,0.25704655400766196,1,No
514e0eef-d88a-4f8d-97af-9fa81f310b25,Elysium,126.41,28,271,371.04,10,Carbon dioxide-heavy,Volcanic,8.93,Nuclear,0,0.7886973994616251,0,No
645ee0fb-c826-4f19-aead-be6229991303,Titanium,67.77,35,205,167.53,6,,Icy,13.32,Geothermal,2,0.6839081295940885,2,Yes
98f6982e-ea33-4100-95c3-0213c0aacd81,Elysium,196.93,49,204,298.91,2,Hydrogen-rich,Volcanic,9.8,Geothermal,1,0.502582332077192,1,No
639f4bb9-af22-47ff-9d45-795f431b2104,Zarathustra,194.29,47,276,246.67,1,Methane-dominated,Oceanic,7.89,Solar,2,0.3929332602408205,2,No
e82a1042-61d5-4dbf-814e-bb4d83e790e3,Aurora,842.71,8,122,66.5,2,Methane-dominated,Icy,9.38,Chemical,3,0.30603451627489386,1,No
9f4bb7be-2c4e-46b2-8762-032eab88975e,Elysium,330.09,34,311,179.77,7,Methane-dominated,Icy,7.62,Solar,4,0.6729192741292263,1,No
1d8b301b-60f6-4e97-a0d6-5e4082cf75e4,Xenon,448.22,46,306,231.13,1,Methane-dominated,Volcanic,5.96,Geothermal,3,0.3077460592865515,1,No
0dbd5065-f477-4d69-91c5-8dd5e75e9ccd,Zarathustra,298.99,49,30,343.5,4,Hydrogen-rich,Icy,1.38,Chemical,1,0.18337618296911018,1,Yes
ce1ebfa6-080a-49dd-8f22-ab4c085b85ba,Titanium,404.03,11,91,275.94,3,,Oceanic,10.03,Geothermal,0,0.8248894990932883,0,No
85aba0c9-c50b-4ec0-bbe9-482ee8d1ae9f,Xenon,921.0,24,122,111.11,6,Hydrogen-rich,Icy,13.21,Chemical,3,0.16072953170361537,2,Yes
1580db7e-41b4-46c5-ab9c-25728c65ac88,Aurora,794.4,43,268,812.65,1,Hydrogen-rich,Rocky,17.98,Chemical,4,0.5408848139115512,1,No
dbf1b1ff-2733-4445-9dee-07e6a5c84e19,Aurora,255.85,40,308,184.6,10,Methane-dominated,Volcanic,10.87,Geothermal,3,0.13977378377704835,2,No
cf4f4386-b83e-48a6-819f-ee91c6a2f88a,Elysium,158.51,44,73,107.74,2,Carbon dioxide-heavy,Oceanic,2.98,Solar,1,0.14056889623454197,2,Yes
f24615c6-9bed-451d-9513-7386231efabe,Xenon,188.79,23,304,139.93,3,Oxygen-rich,Rocky,19.05,Solar,4,0.0,2,No
03c63caa-58f4-4580-91c7-4eb629f58d9c,Elysium,719.66,25,202,420.85,2,Carbon dioxide-heavy,Oceanic,9.08,Nuclear,2,0.014960434265247277,2,Yes
979003ef-7068-4d2a-98bc-ffeaf2c95110,Elysium,193.1,42,293,288.76,5,Methane-dominated,Icy,19.94,Nuclear,3,0.25421770065111765,0,No
7de1aa09-be55-46a2-9aeb-72da278de41e,Titanium,996.83,16,32,325.92,2,Methane-dominated,Volcanic,1.26,Geothermal,2,0.6448832031020525,1,Yes
8269ac71-6886-45bd-8152-31bcf7c66fbf,Elysium,268.91,8,249,198.68,7,Methane-dominated,Icy,2.57,Nuclear,1,0.02344511294822369,0,No
9f2f697a-e673-4180-b308-b9c0786ce346,Xenon,336.09,13,274,256.85,10,Hydrogen-rich,Icy,9.76,Solar,3,0.7397810156462831,2,No
7fcf2c27-0d5a-4bc1-8b26-a89c003a82be,Titanium,21.08,30,141,453.23,8,Hydrogen-rich,Rocky,17.05,Solar,0,0.0020443832651431855,2,No
a3da4e6d-8025-4a84-a3e5-3096b4a5bc6a,Elysium,764.53,24,95,244.16,9,Carbon dioxide-heavy,Oceanic,2.96,Geothermal,2,0.770814595541349,1,No
009369d0-33e5-4aac-91ab-6a33ca021a9e,Aurora,673.4,25,205,285.17,7,Carbon dioxide-heavy,Oceanic,18.57,Solar,2,0.468034830690567,0,Yes
8f1567d7-5509-4303-838f-30bdcedeb0f7,Titanium,864.13,46,62,434.49,4,Oxygen-rich,Volcanic,4.25,Geothermal,3,0.6799860556575443,2,No
2ba00e9e-d8b8-4e69-9594-128a964531cb,Titanium,723.33,31,332,311.74,5,Carbon dioxide-heavy,Oceanic,17.12,Solar,1,0.8003952100738537,2,No
4b595e33-2599-4d48-8092-5cceaeabd3f2,Zarathustra,352.38,36,352,120.73,1,Oxygen-rich,Rocky,4.0,Solar,2,0.2877720201235448,0,No
a3aab108-770e-4609-a4e2-59cd4b8f6077,Aurora,466.97,35,288,226.36,2,Methane-dominated,Rocky,14.86,Chemical,4,0.636954770634659,0,Yes
960b7656-43dc-4ab9-8b84-c24fcf6def81,Aurora,751.95,21,132,390.82,7,Methane-dominated,Icy,6.52,Solar,1,0.42216934373870757,1,Yes
6fe73a8a-8549-4a41-8685-56f8b8fcadc7,Elysium,572.6,8,186,91.89,9,Oxygen-rich,Volcanic,19.92,Chemical,2,0.3034808822366128,1,Yes
eed008cd-37c6-46bd-960f-210036b12b18,Zarathustra,301.28,33,250,165.23,4,Hydrogen-rich,Icy,0.68,Chemical,0,0.311391579608916,2,No
b6f18aea-129e-4707-be54-bfe7ff1b3c08,Titanium,422.5,19,119,353.22,10,Oxygen-rich,Icy,10.18,Nuclear,3,0.16122669331891487,0,Yes
8d05d200-36e0-47e5-a480-e43fdbc842cd,Zarathustra,964.35,42,318,115.6,3,Methane-dominated,Oceanic,3.01,Chemical,0,0.6518507240958284,2,No
30cc3d8f-7d87-432e-ba8b-9d38d2181de3,Zarathustra,620.98,49,86,210.14,10,Carbon dioxide-heavy,Oceanic,16.65,Nuclear,2,0.8693766035500875,1,Yes
5433a1c0-8925-48cd-bcb3-1c19587b87af,Titanium,937.21,22,302,379.13,6,Methane-dominated,Oceanic,2.91,Nuclear,0,0.6451010963453011,1,No
10438706-6c45-4d88-8403-4b4e8e2c189f,Elysium,148.85,15,204,116.47,2,Hydrogen-rich,Volcanic,5.85,Geothermal,4,0.6908456343648197,2,Yes
6b30def5-9a58-4289-b2fe-6db69554b355,Titanium,515.78,10,359,343.04,4,Hydrogen-rich,Volcanic,8.15,Nuclear,2,0.16435730136433985,1,Yes
69fb9afb-89d2-43b5-80bb-7a5a9e7e18e6,Zarathustra,654.42,45,234,411.71,9,Hydrogen-rich,Rocky,10.28,Nuclear,1,1.0,1,Yes
e4748b80-bd72-4af9-89d1-262a6c7a966a,Elysium,456.08,42,139,138.45,4,Hydrogen-rich,Oceanic,0.76,Solar,0,0.4936278108287655,1,No
4d290f49-30d8-45c4-adae-a0c446701134,Zarathustra,995.46,31,108,423.93,3,Hydrogen-rich,Rocky,1.76,Geothermal,1,0.5567270259571548,0,No
9af0a413-4f56-41ce-b92d-f9881e2df361,Xenon,928.89,28,150,145.41,6,Methane-dominated,Oceanic,4.5,Nuclear,1,1.0,1,No
1fd919f1-8a64-4350-bafb-df3d99ec55be,Xenon,758.64,15,185,260.08,1,Hydrogen-rich,Rocky,5.26,Geothermal,1,0.21796702773299098,1,Yes
fbe2e42d-2b78-4f97-83cc-207fbbbfa10c,Zarathustra,207.77,6,295,310.65,6,Hydrogen-rich,Rocky,13.57,Solar,3,0.1747371332330092,0,Yes
f6a38aed-fab8-4e17-afb8-8b3600d26819,Titanium,150.58,9,211,225.68,4,Oxygen-rich,Volcanic,9.56,Nuclear,1,0.2856776010121755,0,No
af0507b8-6300-4e5c-8b3d-7e4609794b5b,Xenon,500.29,31,121,386.37,2,Carbon dioxide-heavy,Oceanic,11.16,Solar,4,0.3585431436099311,0,No
8fe97bec-b9bd-4543-b2e6-80e786fa51ab,Xenon,507.04,15,227,53.43,3,Methane-dominated,Volcanic,4.95,Chemical,0,0.7181726188335639,0,No
db0ac61a-9ec8-448b-af78-2441fdc6dc5c,Xenon,43.71,45,262,492.3,7,Methane-dominated,Rocky,13.29,Nuclear,3,0.11613633387982873,0,No
607b7c3c-49ef-4bf9-9187-c481beee8cfe,Aurora,991.64,36,71,212.78,3,Hydrogen-rich,Oceanic,12.52,Geothermal,1,0.8420546196790177,0,Yes
0afbb222-0631-4c78-8aa8-495769ec511f,Xenon,243.21,6,70,385.23,5,Hydrogen-rich,Icy,5.03,Nuclear,2,0.5299296562247776,0,No
ef912355-da84-42b5-99ed-ed79f47f3569,Elysium,714.56,45,40,65.23,9,Carbon dioxide-heavy,Volcanic,17.93,Solar,0,0.35810810490832495,0,Yes
edcc3758-2dd3-461b-af6f-be01dbe90d78,Titanium,486.31,16,158,290.62,6,Methane-dominated,Rocky,2.27,Solar,4,0.18621504718875873,0,No
e6d8f76d-68dc-4b15-a24c-d3628d9f1dc2,Zarathustra,929.46,20,95,77.23,9,Hydrogen-rich,Icy,19.04,Chemical,1,0.9127354221428857,0,Yes
14361b97-8d37-409b-8a85-d8c4508b4490,Elysium,751.7,8,134,376.0,8,Methane-dominated,Volcanic,11.22,Chemical,1,0.3772369778026155,1,No
b9ac06f3-92bc-48c4-b99d-4d8d945d580f,Zarathustra,429.08,46,82,410.31,9,Hydrogen-rich,Rocky,4.36,Nuclear,0,0.0,0,Yes
dee17a64-d7cf-4dc9-ac80-b3017ae0c6f1,Elysium,350.44,32,360,479.35,5,Methane-dominated,Oceanic,14.81,Chemical,1,1.0,0,No
3fa839ee-02f0-4e3e-98c7-92cc10bc46ac,Xenon,795.05,29,162,306.43,2,Oxygen-rich,Volcanic,14.93,Nuclear,1,0.2282052907252899,0,No
e033bb97-fc1c-45bc-bb19-56f44e1a3403,Titanium,993.6,47,157,424.45,2,Oxygen-rich,Volcanic,5.13,Solar,2,0.47713261417049313,0,Yes
309ba707-0511-43c6-b023-fa332729c6ff,Aurora,23.69,43,162,296.39,6,Methane-dominated,Rocky,5.28,Nuclear,0,0.44725102507519887,1,Yes
705007eb-1b52-47a2-929a-fdfcc17fd0e1,Xenon,514.37,26,191,323.27,7,Oxygen-rich,Oceanic,12.96,Geothermal,2,0.10003120552685058,2,Yes
75078903-1508-4343-aaf3-4f1a27c80f54,Titanium,553.27,25,296,368.8,10,Methane-dominated,Oceanic,17.34,Nuclear,2,0.19641990968721057,0,Yes
177f671f-740b-46a8-87b8-942849297c1d,Aurora,91.21,5,82,425.88,4,Carbon dioxide-heavy,Icy,3.61,Solar,1,0.5666697224700912,0,Yes
46586bff-ac81-4a99-a49f-1af278c1295c,Elysium,669.32,28,295,380.36,6,Carbon dioxide-heavy,Volcanic,18.42,Chemical,2,0.3101085896327602,1,Yes
f5fa24ca-9e05-407c-a18e-5ff9b16e3069,Elysium,916.79,35,310,210.31,7,Carbon dioxide-heavy,Icy,1.51,Chemical,4,0.9226646011852038,1,Yes
c70eb543-bfba-48cd-83ae-4e5e8c10d85a,Elysium,809.14,20,272,487.99,10,Oxygen-rich,Rocky,2.98,Nuclear,3,0.7036885131781639,1,No
3dc877da-d25b-454e-9f7f-51680697278d,Xenon,728.86,5,271,445.88,10,Methane-dominated,Icy,8.43,Geothermal,0,0.41641996035419376,2,Yes
2fa87d01-8060-4ae6-9327-3e35375d8345,Titanium,802.55,10,227,424.74,1,Methane-dominated,Icy,2.01,Solar,1,0.12178031080950966,2,Yes
7a3c53a9-556c-4d69-a690-c68b4ac57815,Zarathustra,511.29,33,92,113.43,4,Hydrogen-rich,Rocky,11.08,Nuclear,4,0.5880758432708896,0,No
1faf7051-27d7-4c07-bd94-5eca6e574240,Aurora,67.54,24,275,125.2,4,Methane-dominated,Icy,8.44,Solar,0,0.1578603740196125,1,Yes
528c6b45-4a62-4f2c-843c-03f4f9a05977,Xenon,804.61,30,286,489.54,2,Methane-dominated,Volcanic,7.38,Nuclear,0,0.9834588853949411,1,No
3319e888-4958-4c8c-b276-15f57a8295da,Titanium,12.36,23,250,455.06,3,Oxygen-rich,Volcanic,13.61,Geothermal,0,0.22788578165382692,2,Yes
023f7857-a3e2-4e8d-a4ea-ad95009a3766,Aurora,793.59,35,197,213.29,2,Hydrogen-rich,Rocky,2.18,Geothermal,1,0.460702110329451,2,Yes
19f01c51-fb21-4e08-9174-e4fe4c891226,Elysium,488.19,37,112,139.83,7,Carbon dioxide-heavy,Oceanic,9.73,Solar,0,0.37967864216129693,0,Yes
4bde297c-6dd8-45ee-a852-f0209c5cfae6,Aurora,80.76,27,296,415.66,3,Methane-dominated,Rocky,4.7,Nuclear,0,0.36089443689988115,2,No
248330c6-cd7f-4415-8671-b5831def21ce,Aurora,795.46,25,202,457.06,10,Carbon dioxide-heavy,Rocky,7.56,Solar,0,0.747661338853043,0,Yes
4e45dcf0-080d-4635-ba9b-97ec663ac4ba,Elysium,702.91,20,47,80.45,9,Hydrogen-rich,Icy,10.63,Solar,3,0.0024420529891003573,0,Yes
94f4bee5-7d40-41d5-b41d-3ae8b24353b0,Zarathustra,867.64,16,255,367.74,3,Carbon dioxide-heavy,Oceanic,19.57,Geothermal,2,0.9101296248680291,2,Yes
0a842f2b-eef4-42ed-bd52-a233c4761d67,Titanium,347.13,29,252,126.79,9,Methane-dominated,Icy,13.45,Chemical,1,0.39523919772756455,0,No
cc844d02-e9b9-4a5b-9e36-59e500720ffe,Aurora,741.46,21,248,108.85,7,Carbon dioxide-heavy,Volcanic,12.34,Nuclear,2,0.5277350571815678,0,No
9e3d216e-bec8-461d-885e-74b150d366c8,Aurora,861.33,44,53,370.07,3,Hydrogen-rich,Icy,14.44,Nuclear,4,0.6689107753547403,1,Yes
e8dda025-8b30-4c74-9f3b-3f1bb48de4ca,Elysium,983.64,7,123,159.7,8,Hydrogen-rich,Rocky,19.11,Solar,1,0.5516413878874619,2,No
f07436ff-01ec-4333-80d9-a1cbf0f98f24,Xenon,187.39,38,127,346.13,4,Methane-dominated,Oceanic,19.55,Chemical,3,0.6208164771528711,2,Yes
ff95e130-3cd0-4549-83e2-d153dd15a0df,Xenon,683.68,47,255,163.36,2,Methane-dominated,Rocky,16.6,Chemical,0,0.16335409580021434,2,No
d4450815-7b4b-4078-941d-40a05abbe0be,Xenon,688.38,35,334,223.76,2,Oxygen-rich,Icy,0.82,Solar,2,0.8497891923850063,1,No
a3b5561f-1480-4531-82fa-c649204cc575,Zarathustra,22.48,6,200,70.38,3,Carbon dioxide-heavy,Rocky,16.45,Solar,3,0.5473448598420192,1,Yes
8c35ae81-1b86-4546-8a65-22ae42c84013,Zarathustra,737.8,18,208,101.81,6,Hydrogen-rich,Rocky,12.87,Solar,2,0.6809129212392964,1,Yes
a636e033-845f-48e4-abb0-5ba0606a1b06,Titanium,78.05,5,92,206.7,10,Oxygen-rich,Oceanic,19.88,Solar,2,0.2709939612648564,1,No
834c1991-d1e8-4acb-84e7-28259d5ee41d,Elysium,68.88,43,280,214.22,10,Methane-dominated,Rocky,5.09,Geothermal,2,0.9941768424953266,2,Yes
aaa53b0c-9c72-4010-afeb-405cb786a73e,Aurora,813.01,38,243,201.25,5,Oxygen-rich,Icy,5.49,Solar,0,0.20858914006539586,2,No
1394318f-8a16-490b-83fd-d8d0a8c4990b,Xenon,434.85,43,56,359.45,4,Methane-dominated,Rocky,4.78,Solar,4,0.017499180762364494,0,No
a88d0eac-3e08-4c69-a957-303a9521ad97,Aurora,459.37,36,64,,2,Carbon dioxide-heavy,Rocky,8.78,Geothermal,3,0.3400536982152492,0,Yes
be01e7e7-1767-48a0-8c63-40d3cdf16f39,Zarathustra,34.03,18,146,443.24,8,Methane-dominated,Oceanic,4.63,Geothermal,2,1.0,2,Yes
a5d2ad63-0e97-4a14-af6b-2b4456509e8f,Xenon,499.55,44,220,262.61,8,Carbon dioxide-heavy,Oceanic,19.93,Geothermal,1,0.3817414373301359,2,No
1108f860-39f5-4e9f-8275-d29f76590c8a,Xenon,29.01,39,250,385.48,5,Oxygen-rich,Volcanic,13.0,Geothermal,1,0.48599431929513925,0,No
0077dc1d-3b97-43b0-b5e5-54edbf3d1ffa,Zarathustra,785.95,36,292,146.56,7,Methane-dominated,Rocky,13.21,Geothermal,0,0.7375597048874705,2,No
265a2753-3604-4733-a10f-0ddc9439a441,Elysium,512.76,26,304,182.92,10,Methane-dominated,Volcanic,11.7,Solar,0,0.9332761578039729,0,No
2a343906-2db6-4125-97e9-2540d3622221,Aurora,158.17,12,292,282.79,6,Carbon dioxide-heavy,Rocky,12.51,Solar,3,0.8065531284633045,1,Yes
24c65630-d76b-4982-b381-22870b32dbc5,Zarathustra,269.75,40,93,207.71,9,Oxygen-rich,Rocky,5.72,Geothermal,0,0.8060127288017064,0,No
cec4ce4a-e079-4d70-ae57-325da67578e1,Aurora,615.23,7,95,250.64,10,Carbon dioxide-heavy,Icy,14.09,Geothermal,2,0.6285390867692556,0,Yes
518ecfa2-6b29-42aa-9d24-c3ead3f6b764,Elysium,986.59,10,308,273.86,5,Hydrogen-rich,Oceanic,14.93,Geothermal,2,0.5768023566374888,1,Yes
b5731813-2289-4131-b287-48638d3dbe60,Zarathustra,737.3,20,321,83.48,4,Oxygen-rich,Volcanic,14.32,Solar,4,0.3782060256616206,1,No
ae634038-24de-4bd3-b259-f4f46962d37e,Titanium,219.18,31,250,123.33,3,,Rocky,4.15,Nuclear,2,0.38818283765912487,2,Yes
c3cb7b44-2e9c-48e4-8d48-36e997433cf1,Aurora,162.98,41,238,394.41,3,Methane-dominated,Rocky,17.02,Geothermal,1,0.8812239587569023,1,No
f5bc896b-a33f-4a5d-aa56-4065a080d98d,Titanium,583.63,14,50,160.6,6,Carbon dioxide-heavy,Rocky,14.05,Nuclear,0,0.05489762668219248,2,Yes
b98a6e4a-ac18-45df-b3fe-2ea413e7b419,Titanium,383.31,31,268,242.76,9,Methane-dominated,Volcanic,14.96,Geothermal,0,0.5998872684987516,1,Yes
b30f8543-7499-44aa-9f9f-bf8c0d3ba27b,Aurora,424.94,27,317,266.6,7,Hydrogen-rich,Oceanic,15.37,Solar,2,0.4511080012499854,2,Yes
5deb98bd-9b9d-496c-abc3-27db062e2be8,Zarathustra,484.1,5,132,333.08,5,Methane-dominated,Oceanic,18.54,Solar,2,0.14410920955910303,2,No
1afaae5d-946b-45ed-9ca0-1b668279f01b,Aurora,847.68,12,180,313.97,7,Carbon dioxide-heavy,Icy,11.06,Nuclear,4,0.7620659055891577,1,No
54a14a4f-9b37-4936-a6a7-0835a00f676e,Titanium,92.58,6,249,274.19,3,Methane-dominated,Volcanic,17.01,Solar,0,0.8464000303700252,1,Yes
9cb8985b-7071-4798-8a5d-1848044763a3,Aurora,448.47,6,111,222.14,4,Hydrogen-rich,Oceanic,13.98,Nuclear,1,0.5064021865768168,2,No
f9974629-3aaf-43fc-9b3c-ad077f12dff1,Xenon,36.19,25,70,485.68,3,Methane-dominated,Oceanic,12.8,Geothermal,1,0.3883645565456662,2,Yes
f37c069a-12e4-457b-baa7-62f5ef5594b2,Zarathustra,733.6,29,324,220.08,3,Carbon dioxide-heavy,Volcanic,11.39,Geothermal,2,0.6617588287591467,2,No
b7bad92e-8fda-4ffc-a391-49d7a4578b4a,Xenon,946.05,31,167,370.31,2,Carbon dioxide-heavy,Icy,3.75,Nuclear,3,0.5186437052939541,1,No
7b1b4b09-42f9-42b3-a83f-5890ce1c2f99,Zarathustra,884.24,40,74,237.3,4,Hydrogen-rich,Oceanic,4.55,Nuclear,0,0.9448614705508842,1,Yes
88d0fdde-718f-4681-88e2-d137c7a080fe,Aurora,66.27,20,341,344.91,1,Methane-dominated,Rocky,13.28,Geothermal,2,0.5238426511160662,0,Yes
16c412cf-e29a-453a-a049-d25ea17d7c91,Elysium,100.63,44,63,472.24,4,Hydrogen-rich,Rocky,17.26,Solar,2,0.6697440255519518,0,No
b56ca560-4a54-4c82-b3ff-b5e9005e61a7,Aurora,994.43,14,268,179.04,8,Hydrogen-rich,Oceanic,8.84,Solar,0,0.3057034508670597,0,No
4ccc0fb5-f663-43b2-aa40-f5264e4a90fa,Titanium,534.15,36,345,,2,Methane-dominated,Rocky,10.16,Solar,2,0.6891354946064862,2,Yes
695ee61c-c85d-4852-8027-d4c5f17a8f05,Xenon,222.22,9,210,489.11,5,Hydrogen-rich,Icy,7.19,Solar,0,0.7600110062712264,2,No
4c846f8f-8d06-413e-823c-33135a5e98b4,Elysium,286.46,15,241,497.73,4,Methane-dominated,Rocky,16.87,Solar,1,0.2969979350186617,0,Yes
9923f276-1669-4c9b-bb28-6f01e17293f3,Titanium,506.7,28,323,409.11,3,Oxygen-rich,Icy,6.58,Chemical,1,0.33721188664615814,0,Yes
ef405bdb-3789-4c94-a706-4d2d1ba4f571,Elysium,59.95,43,104,481.41,2,Hydrogen-rich,Oceanic,14.22,Solar,3,0.8804869737180775,0,No
